field_id,region,crop_type,growth_stage,avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,intervention_required
PLOT_189,Zone_C_South,Tomato,Fruiting,28.55,46.48,49.21,6.74,98.5,45.19,154.62,0.382,40.2,0
PLOT_233,Zone_B_West,Wheat,FLOWERING,29.09,48.65,55.97,6.56,143.19,63.85,131.04,0.392,50.1,0
PLOT_169,Zone_B_West,Wheat,Vegetative,26.07,55.42,45.67,7.15,165.01,50.86,154.23,0.509,53.4,0
PLOT_143,Zone_A_North,Sugarcane,Vegetative,28.38,71.98,52.04,7.26,138.94,31.76,217.41,0.506,66.5,0
PLOT_185,Zone_D_East,Sugarcane,Vegetative,39.64,62.62,27.23,6.66,119.4,43.38,205.71,0.433,80.8,0
PLOT_118,Zone_B_West,Wheat,Vegetative,30.38,64.17,38.19,,58.95,37.65,252.18,0.369,70.0,0
PLOT_200,Zone_D_East,Cotton,Vegetative,36.36,55.55,53.8,6.89,107.69,39.5,144.31,0.436,59.2,0
PLOT_245,Zone_D_East,Sugarcane,Flowering,26.06,58.44,38.12,7.08,162.65,34.05,156.72,0.563,44.5,0
PLOT_194,Zone_B_West,Soybean,Flowering,32.52,,64.92,6.78,122.11,28.47,137.04,,38.4,0
PLOT_200,Zone_D_East,Cotton,Fruiting,24.28,73.23,66.9,7.25,107.72,38.29,163.56,0.493,36.3,0
PLOT_129,Zone_A_North,Cotton,Fruiting,23.97,69.17,49.12,6.71,88.04,69.15,160.28,0.542,51.1,0
PLOT_132,Zone_C_South,Soybean,Fruiting,19.24,61.38,45.97,6.37,155.3,36.29,266.46,0.457,48.5,0
PLOT_111,Zone_C_South,Tomato,Flowering,22.96,60.99,75.62,7.27,126.76,59.88,164.25,0.663,43.2,0
PLOT_217,Zone_B_West,Wheat,Vegetative,28.79,68.25,6.76,,153.19,63.91,183.75,0.309,47.0,1
PLOT_193,Zone_A_North,Cotton,Flowering,36.54,76.4,,7.0,54.48,46.56,133.87,0.331,53.2,0
PLOT_236,Zone_C_South,Tomato,Vegetative,27.89,57.31,60.34,7.09,140.14,64.36,168.49,0.545,39.8,0
PLOT_248,Zone_A_North,Cotton,Flowering,29.71,73.1,19.17,5.62,88.9,24.43,179.09,0.418,51.8,0
PLOT_175,Zone_B_West,Soybean,Maturation,34.46,57.33,32.26,6.46,130.89,25.01,188.49,0.365,45.0,0
PLOT_128,Zone_A_North,Sugarcane,Vegetative,26.82,62.23,59.33,5.83,111.69,64.74,220.48,0.353,45.4,0
PLOT_216,Zone_B_West,Cotton,Flowering,23.42,62.65,42.72,6.97,111.52,47.95,204.35,0.464,42.2,0
PLOT_114,Zone_C_South,Sugarcane,Fruiting,24.02,78.38,52.55,5.81,134.42,70.15,119.83,0.365,43.1,0
PLOT_101,Zone_C_South,Sugarcane,Fruiting,34.33,59.18,15.43,5.74,113.95,19.63,185.5,0.352,50.3,0
PLOT_216,Zone_C_South,Sugarcane,Vegetative,29.25,40.28,23.03,7.22,93.06,66.79,195.94,0.181,39.4,1
PLOT_117,Zone_C_South,Wheat,Vegetative,29.25,,37.48,7.61,113.15,48.99,87.88,0.446,67.8,0
PLOT_102,Zone_D_East,Tomato,Maturation,23.86,88.33,63.71,6.09,125.13,36.75,214.66,0.545,57.9,0
PLOT_234,Zone_A_North,Cotton,Vegetative,35.49,45.16,55.5,6.72,112.72,61.74,246.17,0.632,39.4,0
PLOT_207,Zone_A_North,Sugarcane,Flowering,38.11,42.45,30.65,6.12,108.57,20.78,95.73,0.419,38.2,0
PLOT_194,Zone_A_North,Tomato,Maturation,29.4,74.71,32.32,6.25,91.12,25.73,180.58,0.406,60.3,0
PLOT_221,Zone_B_West,Cotton,Maturation,33.27,73.28,54.18,5.49,164.28,54.14,191.21,0.488,57.9,0
PLOT_110,Zone_C_South,Soybean,Vegetative,25.15,60.6,46.6,7.05,101.64,10.1,216.65,0.509,52.3,0
PLOT_167,Zone_C_South,Tomato,Flowering,35.13,71.34,51.05,6.6,165.66,49.55,237.03,0.46,66.2,0
PLOT_222,Zone_D_East,Cotton,Vegetative,31.49,59.72,38.49,6.51,151.59,68.33,178.58,0.366,46.1,0
PLOT_212,Zone_D_East,Cotton,Flowering,22.1,53.32,36.87,7.32,163.57,54.18,222.0,0.469,50.0,0
PLOT_197,Zone_C_South,Tomato,Flowering,30.85,85.4,44.32,7.76,94.43,43.1,158.52,0.332,70.4,1
PLOT_192,Zone_A_North,Wheat,Maturation,30.82,56.96,33.64,5.8,119.6,45.97,153.63,0.479,49.7,0
PLOT_121,Zone_A_North,Wheat,Flowering,29.44,48.81,33.6,7.36,119.3,24.52,134.95,0.327,42.8,0
PLOT_226,Zone_C_South,Tomato,Flowering,31.14,44.78,17.86,6.58,129.94,21.31,159.49,0.375,57.6,0
PLOT_233,Zone_B_West,Soybean,Flowering,28.26,80.72,37.13,6.36,116.58,44.13,158.19,0.43,80.3,0
PLOT_124,Zone_A_North,Tomato,Vegetative,27.55,67.07,27.11,7.72,109.99,24.49,228.83,0.466,62.8,0
PLOT_184,Zone_C_South,Wheat,Vegetative,29.8,75.08,34.97,6.37,120.23,31.55,180.39,0.555,70.0,0
PLOT_154,Zone_C_South,Wheat,Vegetative,26.68,87.32,42.74,6.73,104.36,25.54,84.22,0.645,66.6,0
PLOT_243,Zone_D_East,Wheat,Fruiting,25.13,58.89,56.72,,105.42,62.19,153.17,0.597,41.2,0
PLOT_194,Zone_D_East,Sugarcane,Flowering,34.27,90.44,41.06,7.22,141.88,48.59,164.78,0.305,71.8,1
PLOT_241,Zone_C_South,Sugarcane,Vegetative,25.52,63.54,46.2,6.46,128.33,64.69,203.96,0.462,47.2,0
PLOT_218,Zone_B_West,Cotton,Flowering,27.66,65.89,38.98,6.43,55.46,9.82,241.76,0.514,33.9,0
PLOT_108,Zone_C_South,Wheat,Vegetative,26.01,81.77,47.18,8.41,153.75,40.09,260.84,0.336,58.3,0
PLOT_249,Zone_A_North,Sugarcane,Vegetative,23.97,65.49,43.38,6.55,146.42,65.62,198.45,0.578,48.0,0
PLOT_141,Zone_B_West,Sugarcane,Maturation,36.52,75.04,14.41,4.94,107.32,68.6,157.56,0.273,75.8,1
PLOT_152,Zone_B_West,Wheat,Maturation,21.01,59.23,41.99,6.18,136.09,28.81,124.93,0.465,35.4,0
PLOT_173,Zone_D_East,Tomato,Vegetative,-999.0,69.8,43.29,6.88,89.71,38.86,180.61,0.608,67.8,0
PLOT_138,Zone_C_South,Wheat,Fruiting,27.82,81.81,49.25,7.05,101.97,35.0,221.91,0.315,77.9,1
PLOT_221,Zone_D_East,Soybean,Flowering,30.99,,32.87,8.13,122.05,36.66,185.84,0.516,55.1,0
PLOT_114,Zone_A_North,Tomato,Flowering,27.61,60.06,39.08,6.15,90.19,53.92,225.15,0.376,62.9,0
PLOT_222,Zone_D_East,Sugarcane,Fruiting,31.06,65.96,55.71,6.36,163.25,22.39,234.03,0.492,41.4,0
PLOT_210,Zone_A_North,Wheat,Vegetative,29.97,60.13,33.58,7.77,96.98,59.31,253.04,0.491,56.4,0
PLOT_230,Zone_C_South,Cotton,Vegetative,31.56,64.07,35.96,8.56,152.83,17.27,209.72,,59.2,0
PLOT_182,Zone_C_South,Tomato,Vegetative,37.57,83.09,65.72,6.49,56.53,46.28,241.21,0.484,66.0,0
PLOT_109,Zone_D_East,Cotton,Vegetative,18.79,66.6,30.21,5.93,123.4,72.24,221.14,0.401,37.9,0
PLOT_191,Zone_D_East,Soybean,Vegetative,28.92,75.31,17.7,7.17,159.68,51.71,109.14,0.454,69.1,1
PLOT_128,Zone_D_East,Tomato,Vegetative,23.33,71.01,57.71,5.43,88.0,57.21,247.22,0.521,48.3,0
PLOT_134,Zone_A_North,Tomato,Flowering,24.73,80.6,21.52,6.78,114.55,27.18,193.03,0.207,71.5,1
PLOT_105,Zone_B_West,Sugarcane,Fruiting,23.55,52.46,41.67,6.79,92.8,46.44,252.77,0.631,31.1,0
PLOT_239,Zone_B_West,Soybean,Vegetative,26.98,67.49,50.0,7.5,124.03,36.91,216.34,0.573,33.9,0
PLOT_210,Zone_D_East,Tomato,Vegetative,34.34,87.28,57.58,5.94,116.49,49.9,131.64,0.426,47.0,0
PLOT_137,Zone_D_East,Cotton,Vegetative,26.53,57.12,53.44,6.5,91.57,30.99,186.66,0.426,40.8,0
PLOT_176,Zone_C_South,Cotton,Maturation,30.3,91.26,29.86,7.83,170.19,65.36,168.31,0.508,69.6,1
PLOT_192,Zone_D_East,Wheat,Vegetative,33.16,54.85,,6.43,123.95,49.45,222.36,0.614,42.7,0
PLOT_246,Zone_C_South,Wheat,Maturation,24.07,61.72,39.7,6.51,185.76,52.56,204.99,0.459,32.6,0
PLOT_166,Zone_A_North,Tomato,Flowering,24.35,74.69,32.1,6.25,96.46,51.76,189.08,0.327,59.7,0
PLOT_235,Zone_A_North,Sugarcane,Maturation,28.5,66.83,58.84,,110.61,47.11,209.39,0.438,41.2,0
PLOT_107,Zone_A_North,Tomato,Flowering,19.13,40.75,30.64,7.28,69.48,55.17,129.89,,28.5,0
PLOT_221,Zone_A_North,Soybean,Vegetative,38.95,69.91,50.36,6.13,45.1,20.26,157.83,0.314,60.1,0
PLOT_183,Zone_D_East,Sugarcane,Flowering,28.53,66.63,39.29,5.37,163.98,65.06,176.72,,56.9,0
PLOT_231,Zone_D_East,Sugarcane,Flowering,31.41,58.5,,6.07,87.83,60.45,95.18,0.392,49.8,0
PLOT_184,Zone_C_South,Wheat,Flowering,27.48,61.98,81.12,5.85,121.65,33.74,166.07,0.629,51.8,0
PLOT_144,Zone_D_East,Tomato,Flowering,31.81,40.25,46.81,8.61,76.07,32.86,187.92,0.44,45.8,1
PLOT_235,Zone_C_South,Cotton,Vegetative,27.59,58.42,11.2,6.73,153.2,38.12,166.92,0.387,50.7,0
PLOT_186,Zone_A_North,Sugarcane,Flowering,31.4,73.75,21.44,7.39,110.55,48.49,159.94,0.553,63.3,0
PLOT_115,Zone_C_South,Wheat,Maturation,35.24,67.07,48.6,6.05,127.81,21.0,182.11,0.594,59.3,0
PLOT_176,Zone_C_South,Tomato,Maturation,17.05,77.14,23.42,7.01,114.48,33.37,195.19,0.573,58.1,0
PLOT_108,Zone_D_East,Tomato,Flowering,31.96,87.31,35.42,6.88,149.99,26.01,187.88,0.496,73.9,1
PLOT_159,Zone_A_North,Sugarcane,Vegetative,25.75,55.11,57.03,5.0,163.2,71.31,230.11,0.459,40.5,0
PLOT_177,Zone_B_West,Sugarcane,Vegetative,22.76,54.32,42.29,6.18,104.8,55.25,188.81,0.413,38.1,0
PLOT_176,Zone_D_East,Soybean,Fruiting,20.99,76.41,55.61,5.71,143.6,42.82,57.14,0.731,44.9,0
PLOT_170,Zone_D_East,Cotton,Fruiting,29.01,63.14,63.43,5.69,106.94,34.4,262.14,0.416,37.8,0
PLOT_114,Zone_B_West,Wheat,Maturation,29.97,62.81,55.33,6.67,148.77,30.48,203.55,0.611,38.0,0
PLOT_170,Zone_A_North,Sugarcane,Flowering,25.25,97.45,30.86,6.38,92.34,63.09,155.38,0.324,81.0,1
PLOT_201,Zone_B_West,Wheat,Maturation,21.96,79.98,57.27,7.3,123.94,33.87,125.88,0.416,74.2,1
PLOT_121,Zone_C_South,Cotton,Fruiting,29.1,66.91,56.87,5.84,111.3,63.18,181.9,0.539,50.5,0
PLOT_212,Zone_B_West,Cotton,Flowering,28.86,71.15,44.05,7.02,146.88,-8.3,129.96,0.559,60.9,0
PLOT_100,Zone_A_North,Cotton,Fruiting,31.63,67.56,31.26,,91.89,57.83,77.2,0.377,65.7,1
PLOT_109,Zone_A_North,Wheat,Vegetative,32.07,49.23,45.35,5.61,108.38,54.46,181.74,0.327,58.5,0
PLOT_209,Zone_B_West,Cotton,Flowering,34.56,69.24,,6.56,131.53,44.68,165.34,0.508,47.5,0
PLOT_212,Zone_D_East,Cotton,Maturation,32.0,63.33,27.28,7.75,135.51,52.37,164.14,0.411,46.7,0
PLOT_149,Zone_B_West,Cotton,Vegetative,20.01,57.14,,6.93,98.93,34.55,185.06,0.338,44.6,1
PLOT_111,Zone_C_South,Sugarcane,Fruiting,28.45,60.43,39.1,5.77,139.23,60.07,224.55,0.42,67.1,0
PLOT_188,Zone_B_West,Tomato,Vegetative,33.7,50.0,44.49,5.75,206.39,66.59,151.13,0.585,51.6,0
PLOT_211,Zone_B_West,Wheat,Fruiting,32.91,46.54,50.49,6.75,119.88,32.08,179.23,0.434,48.4,0
PLOT_177,Zone_B_West,Tomato,Fruiting,41.13,56.68,47.83,7.3,70.93,62.12,133.45,,46.8,0
PLOT_220,Zone_C_South,Cotton,Maturation,33.12,54.95,43.26,7.29,123.54,46.25,166.52,0.531,38.8,0
PLOT_122,Zone_B_West,Sugarcane,Fruiting,21.5,88.06,30.19,7.12,141.74,21.48,119.65,0.429,73.0,0
PLOT_233,Zone_D_East,Sugarcane,Flowering,20.28,81.85,67.14,6.54,110.49,60.36,253.99,0.628,47.1,0
PLOT_124,Zone_C_South,Sugarcane,Vegetative,28.79,59.54,,6.38,132.48,35.15,122.21,0.577,37.0,0
PLOT_117,Zone_D_East,Soybean,FLOWERING,29.28,71.36,61.16,5.28,102.87,46.22,170.56,0.659,63.6,0
PLOT_240,Zone_C_South,Cotton,Flowering,25.65,64.93,45.02,6.81,145.59,58.97,98.14,0.458,43.8,0
PLOT_142,Zone_A_North,Cotton,Fruiting,32.49,58.62,53.2,6.66,133.14,61.61,98.59,0.442,57.4,0
PLOT_177,Zone_A_North,Tomato,Vegetative,15.43,53.72,28.79,6.72,134.32,24.52,164.28,0.447,30.2,0
PLOT_127,Zone_C_South,Wheat,Maturation,26.09,61.18,44.53,7.86,141.68,45.43,206.97,,45.7,0
PLOT_245,Zone_C_South,Wheat,Flowering,16.63,59.21,19.16,6.53,119.35,27.64,137.4,0.375,34.1,0
PLOT_158,Zone_C_South,Wheat,Maturation,24.59,63.13,36.07,6.61,122.87,32.94,124.4,0.35,36.7,0
PLOT_162,Zone_A_North,Wheat,Fruiting,26.69,89.65,53.14,5.81,147.89,58.15,209.5,0.539,51.7,0
PLOT_191,Zone_C_South,Sugarcane,Vegetative,33.97,,59.98,7.18,137.65,69.28,206.37,0.508,38.5,0
PLOT_155,Zone_A_North,Sugarcane,Flowering,22.15,50.07,30.9,6.42,118.79,28.0,159.64,0.382,40.4,0
PLOT_210,Zone_A_North,Cotton,Maturation,27.79,62.58,32.95,8.87,105.3,24.4,214.55,0.412,33.5,0
PLOT_236,Zone_C_South,Wheat,Fruiting,25.78,78.98,50.74,7.4,68.24,32.06,211.29,0.3,61.5,1
PLOT_167,Zone_C_South,Soybean,Flowering,27.87,89.47,17.79,8.56,127.04,35.5,104.39,0.287,55.7,1
PLOT_145,Zone_C_South,Soybean,Maturation,26.48,48.76,66.53,6.48,114.01,33.18,162.37,0.586,20.1,0
PLOT_166,Zone_A_North,Tomato,Vegetative,27.18,65.52,31.41,6.45,131.62,65.63,283.46,0.429,59.3,0
PLOT_235,Zone_B_West,Tomato,Flowering,25.11,69.32,42.38,7.5,89.65,60.67,177.59,0.377,65.9,0
PLOT_105,Zone_C_South,Tomato,Fruiting,30.42,77.07,,7.06,155.18,78.24,167.21,0.382,70.0,1
PLOT_123,Zone_B_West,Soybean,Vegetative,34.23,62.91,41.57,7.54,154.33,43.43,250.08,0.521,51.5,0
PLOT_193,Zone_B_West,Sugarcane,Flowering,28.72,65.1,39.2,7.12,142.19,56.19,188.22,0.394,46.5,0
PLOT_112,Zone_B_West,Wheat,Fruiting,38.94,59.97,51.8,6.63,128.5,27.42,256.94,,51.2,0
PLOT_124,Zone_D_East,Sugarcane,Flowering,28.91,49.36,37.03,6.9,97.11,36.57,122.5,,48.4,0
PLOT_247,Zone_B_West,Wheat,Vegetative,32.69,76.34,49.0,6.3,187.18,35.51,275.85,0.515,55.4,0
PLOT_217,Zone_B_West,Tomato,Flowering,24.55,53.6,44.34,5.5,148.56,50.21,225.94,0.545,36.4,0
PLOT_181,Zone_A_North,Cotton,Flowering,27.9,46.16,26.42,7.12,119.45,46.88,101.82,0.415,28.7,0
PLOT_210,Zone_D_East,Sugarcane,Flowering,26.89,59.39,63.41,7.69,83.03,15.11,139.52,,43.7,0
PLOT_181,Zone_A_North,Wheat,Fruiting,22.14,44.85,39.18,6.51,117.65,55.49,210.3,0.465,45.1,0
PLOT_165,Zone_A_North,Sugarcane,Vegetative,24.5,,51.65,6.43,115.95,52.82,120.65,0.479,53.0,0
PLOT_144,Zone_B_West,Cotton,Fruiting,30.36,59.48,32.4,6.86,139.65,59.71,189.56,0.412,44.3,0
PLOT_213,Zone_A_North,Cotton,Fruiting,35.18,63.9,15.93,6.89,114.77,40.84,212.37,0.463,59.8,0
PLOT_162,Zone_C_South,Cotton,Fruiting,31.42,59.27,60.86,,55.72,50.46,261.35,0.551,42.5,0
PLOT_175,Zone_B_West,Wheat,Flowering,30.25,65.67,44.79,7.3,91.01,52.36,214.12,0.403,57.2,0
PLOT_213,Zone_C_South,Cotton,Flowering,24.04,87.5,47.4,6.09,149.39,77.66,200.36,,48.3,0
PLOT_210,Zone_B_West,Cotton,Flowering,31.02,35.05,45.54,5.71,93.95,18.37,208.55,0.423,37.8,0
PLOT_246,Zone_B_West,Tomato,Fruiting,25.21,83.35,76.55,6.92,89.31,62.58,167.39,0.415,62.0,0
PLOT_134,Zone_B_West,wheat,Flowering,22.4,47.74,56.4,7.83,139.34,55.26,188.37,0.477,29.4,0
PLOT_152,Zone_D_East,Cotton,Vegetative,23.82,70.42,54.45,7.9,124.34,50.95,153.88,0.487,36.0,0
PLOT_125,Zone_B_West,wheat,Flowering,27.88,80.24,36.1,5.26,85.78,44.06,222.93,0.335,63.8,0
PLOT_113,Zone_C_South,Sugarcane,Fruiting,25.69,62.69,42.2,7.22,149.83,49.86,146.39,0.535,65.3,0
PLOT_217,Zone_B_West,Cotton,Vegetative,30.0,67.43,44.94,6.84,91.87,47.66,177.47,0.44,62.1,0
PLOT_144,Zone_B_West,Cotton,Maturation,26.54,73.82,53.99,5.28,131.05,48.97,230.89,0.546,44.9,0
PLOT_150,Zone_A_North,Soybean,Vegetative,29.94,77.56,40.6,7.4,148.56,33.09,174.42,0.648,63.6,0
PLOT_218,Zone_B_West,Cotton,Flowering,26.88,50.95,,8.04,114.63,37.69,208.71,0.518,45.4,0
PLOT_118,Zone_B_West,Cotton,Flowering,28.25,70.03,56.92,7.31,131.01,46.79,154.8,0.356,55.7,0
PLOT_181,Zone_B_West,Soybean,Vegetative,23.4,64.27,68.73,8.14,72.41,24.06,174.7,0.365,51.5,0
PLOT_175,Zone_B_West,Wheat,Maturation,35.96,70.95,12.31,7.15,145.38,52.29,169.41,0.332,62.6,1
PLOT_191,Zone_B_West,Tomato,Flowering,20.02,70.88,,6.63,117.29,43.37,126.71,0.458,46.7,0
PLOT_132,Zone_B_West,Cotton,Vegetative,41.45,64.27,40.87,7.13,157.55,32.05,133.72,0.494,63.5,0
PLOT_246,Zone_D_East,Sugarcane,Fruiting,30.96,65.13,53.93,6.05,76.71,42.28,224.4,0.384,28.1,0
PLOT_127,Zone_C_South,Soybean,Fruiting,20.37,71.5,42.66,6.23,85.9,55.15,202.46,0.299,51.3,0
PLOT_222,Zone_D_East,Cotton,Maturation,29.01,59.64,39.23,7.0,125.38,45.41,162.83,,57.9,0
PLOT_225,Zone_C_South,Tomato,Flowering,29.66,74.1,46.26,6.63,85.83,52.5,172.54,0.39,76.1,0
PLOT_136,Zone_D_East,Tomato,Vegetative,36.26,56.14,23.54,8.29,117.63,47.01,200.41,0.233,70.3,1
PLOT_198,Zone_B_West,Cotton,Vegetative,21.49,88.8,29.41,6.63,101.08,54.49,164.16,0.44,62.8,0
PLOT_197,Zone_D_East,Tomato,Fruiting,21.49,70.87,37.89,6.8,110.95,60.48,163.14,0.306,59.4,0
PLOT_226,Zone_C_South,Wheat,Flowering,30.29,68.05,45.42,6.99,102.98,23.02,222.18,0.324,57.6,0
PLOT_179,Zone_A_North,Tomato,Maturation,29.51,58.19,63.32,7.48,82.33,33.15,198.98,0.531,53.9,0
PLOT_137,Zone_A_North,Cotton,Fruiting,36.13,63.58,56.68,5.53,90.71,46.69,119.88,0.362,54.4,0
PLOT_176,Zone_B_West,Cotton,Maturation,23.31,70.16,,8.0,130.07,42.41,169.02,0.555,46.4,0
PLOT_225,Zone_B_West,Wheat,Maturation,22.88,79.89,27.88,7.48,76.37,34.78,140.15,0.437,64.4,0
PLOT_186,Zone_C_South,Cotton,Flowering,38.22,51.25,45.38,7.21,136.06,10.49,155.17,0.356,51.1,0
PLOT_153,Zone_A_North,Wheat,Vegetative,28.26,48.88,51.76,9.26,90.7,64.9,190.12,0.368,44.2,0
PLOT_249,Zone_B_West,Tomato,Vegetative,24.62,59.46,37.67,6.53,150.71,31.11,126.55,0.393,48.3,0
PLOT_115,Zone_D_East,Tomato,Vegetative,32.17,60.18,40.83,6.33,90.69,58.68,260.75,0.387,64.4,0
PLOT_127,Zone_D_East,Wheat,Flowering,17.84,59.69,62.52,5.87,146.92,28.84,192.25,0.597,25.3,0
PLOT_145,Zone_A_North,Wheat,Vegetative,30.47,70.73,47.35,8.46,115.65,58.06,220.27,0.536,35.4,0
PLOT_171,Zone_C_South,Tomato,Vegetative,25.21,,45.12,6.47,123.2,20.4,187.13,0.459,61.4,0
PLOT_184,Zone_B_West,Cotton,Vegetative,25.89,62.23,44.24,8.68,145.27,36.64,142.07,0.486,48.6,0
PLOT_125,Zone_B_West,Wheat,Vegetative,35.24,81.34,64.51,7.29,130.26,26.18,208.78,0.481,73.0,0
PLOT_184,Zone_B_West,Sugarcane,Flowering,30.73,92.61,16.66,7.07,117.85,74.14,123.77,0.422,62.7,0
PLOT_164,Zone_A_North,Cotton,Vegetative,22.64,71.57,51.23,7.06,108.6,36.86,164.93,0.453,45.0,0
PLOT_233,Zone_D_East,Wheat,Flowering,28.77,70.33,16.83,5.94,64.19,35.67,198.67,0.204,68.5,1
PLOT_214,Zone_C_South,Soybean,Vegetative,29.11,,37.73,7.25,164.57,27.12,147.01,0.539,69.6,1
PLOT_163,Zone_A_North,Sugarcane,Fruiting,27.14,51.61,19.4,7.12,91.78,54.11,128.66,0.303,55.7,1
PLOT_186,Zone_A_North,Wheat,Vegetative,23.51,76.88,50.76,7.93,141.74,50.78,148.41,0.421,49.2,0
PLOT_206,Zone_B_West,Tomato,Maturation,29.68,62.18,13.45,7.34,121.56,61.29,161.76,0.371,59.6,0
PLOT_195,Zone_D_East,Sugarcane,Flowering,32.14,64.31,21.89,,68.25,54.67,123.37,0.49,62.9,0
PLOT_176,Zone_C_South,Cotton,Flowering,30.86,66.64,44.08,6.31,94.76,39.93,216.02,0.411,69.6,0
PLOT_245,Zone_C_South,Wheat,Flowering,24.79,50.58,45.22,7.23,131.23,20.31,203.65,0.508,37.5,0
PLOT_186,Zone_B_West,Wheat,Flowering,27.68,80.8,68.5,6.75,87.95,32.9,213.36,0.431,52.4,0
PLOT_248,Zone_C_South,Cotton,Vegetative,17.02,75.09,,7.12,90.78,49.26,175.04,0.641,45.2,0
PLOT_156,Zone_D_East,Wheat,Fruiting,36.81,55.16,23.66,6.53,136.26,68.38,143.37,0.435,70.0,1
PLOT_202,Zone_B_West,Cotton,Maturation,25.37,52.48,35.92,6.78,119.45,71.84,172.27,0.51,51.9,0
PLOT_190,Zone_B_West,Wheat,Maturation,25.8,,38.25,5.8,150.8,28.55,193.93,0.535,36.2,0
PLOT_144,Zone_D_East,Sugarcane,Fruiting,21.66,55.4,59.76,6.16,110.65,44.08,189.69,0.529,28.0,0
PLOT_187,Zone_C_South,Soybean,Flowering,32.98,51.51,39.36,5.45,70.29,46.63,134.77,0.341,61.5,1
PLOT_214,Zone_D_East,Sugarcane,Flowering,33.85,68.77,16.18,6.51,92.01,48.55,247.9,0.297,53.5,1
PLOT_146,Zone_C_South,Sugarcane,Fruiting,25.54,68.64,56.87,5.88,128.0,47.59,120.92,0.471,57.5,0
PLOT_234,Zone_C_South,Tomato,Fruiting,22.58,,37.03,6.66,104.44,31.54,141.82,0.523,31.1,0
PLOT_149,Zone_C_South,Sugarcane,Flowering,28.61,89.51,68.33,,150.35,43.49,134.23,0.513,63.3,0
PLOT_183,Zone_D_East,Cotton,Maturation,26.79,52.97,50.96,7.1,88.07,37.7,221.7,0.401,32.8,0
PLOT_190,Zone_D_East,Cotton,Vegetative,32.37,40.72,57.05,5.25,133.47,47.1,179.61,0.489,46.6,0
PLOT_233,Zone_A_North,Tomato,Flowering,27.82,72.7,55.26,6.17,103.4,65.65,94.14,0.377,66.6,1
PLOT_190,Zone_D_East,Wheat,Maturation,27.45,64.85,29.81,7.15,99.5,44.64,155.49,0.409,69.1,0
PLOT_236,Zone_B_West,Cotton,Maturation,31.99,60.35,13.59,7.09,98.48,32.97,177.06,0.445,66.6,1
PLOT_208,Zone_B_West,Sugarcane,Fruiting,20.3,66.64,69.49,7.12,89.17,68.24,162.79,0.47,43.1,0
PLOT_156,Zone_B_West,Sugarcane,Vegetative,26.88,64.43,55.05,7.67,103.71,46.17,69.48,0.453,38.7,0
PLOT_130,Zone_B_West,Soybean,Vegetative,29.5,73.38,29.04,5.96,152.6,44.46,222.64,0.518,59.4,0
PLOT_120,Zone_A_North,Cotton,Vegetative,26.28,62.59,5.94,6.04,209.09,47.61,186.62,0.476,70.1,1
PLOT_189,Zone_D_East,Wheat,Fruiting,29.96,59.07,66.32,6.37,130.05,49.8,232.82,0.638,43.7,0
PLOT_139,Zone_D_East,Tomato,Flowering,29.65,67.59,48.12,6.47,122.83,78.29,139.95,0.458,53.0,0
PLOT_211,Zone_C_South,Wheat,Flowering,33.07,74.52,63.11,7.63,111.66,81.21,251.08,0.49,58.7,0
PLOT_144,Zone_D_East,Wheat,Flowering,27.07,63.83,51.57,6.55,92.52,52.72,199.25,0.52,46.7,0
PLOT_176,Zone_C_South,Cotton,Flowering,17.93,64.41,35.28,7.17,147.72,54.53,125.52,0.387,37.6,0
PLOT_186,Zone_C_South,Soybean,Flowering,20.45,80.53,35.64,6.07,119.97,41.29,191.58,0.582,51.6,0
PLOT_247,Zone_B_West,Soybean,Maturation,30.91,65.55,43.68,7.56,86.93,29.22,255.93,0.437,43.9,0
PLOT_200,Zone_A_North,Tomato,Vegetative,29.44,47.48,43.89,6.01,176.12,65.68,83.5,0.624,40.0,0
PLOT_216,Zone_A_North,Wheat,Fruiting,27.33,65.95,29.08,6.3,176.78,15.84,174.74,0.453,48.1,0
PLOT_191,Zone_D_East,Cotton,Flowering,27.7,65.09,43.02,6.41,138.59,44.52,234.81,0.603,54.2,0
PLOT_244,Zone_C_South,Cotton,Fruiting,25.13,68.08,57.12,7.94,86.16,62.08,198.59,0.351,46.1,0
PLOT_127,Zone_B_West,Tomato,Maturation,25.15,67.77,45.1,,94.57,52.68,145.03,0.461,49.6,0
PLOT_124,Zone_C_South,Cotton,Vegetative,25.66,65.19,54.29,6.84,87.72,60.74,215.6,0.335,45.7,0
PLOT_157,Zone_B_West,Wheat,Vegetative,27.05,68.93,49.76,5.71,176.49,37.24,191.7,0.521,59.6,0
PLOT_140,Zone_C_South,Soybean,Vegetative,29.13,50.5,62.63,7.09,84.95,42.43,135.3,0.467,35.7,0
PLOT_233,Zone_D_East,Cotton,Vegetative,28.1,92.14,,7.39,101.86,55.45,147.76,0.501,71.0,0
PLOT_174,Zone_D_East,Sugarcane,Fruiting,26.8,65.86,30.81,7.74,140.24,44.62,219.2,0.469,53.9,0
PLOT_137,Zone_C_South,Tomato,Vegetative,32.12,52.18,,7.54,115.65,34.82,172.25,0.379,67.8,1
