avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,vpd_kpa,total_npk_ppm,ph_deviation,region_Zone_B_West,region_Zone_C_South,region_Zone_D_East,crop_type_Soybean,crop_type_Sugarcane,crop_type_Tomato,crop_type_Wheat,growth_stage_Fruiting,growth_stage_Maturation,growth_stage_Vegetative
21.93,37.19,28.89,6.3,112.58,72.19,188.63,0.412,45.0,1.654,373.4,0.7000000000000002,False,False,True,False,True,False,False,False,False,True
35.57,57.87,43.765,5.66,158.59,50.95,226.94,0.232,66.5,2.444,436.48,1.3399999999999999,False,False,True,True,False,False,False,False,False,False
19.11,61.4,51.01,6.725,74.85,53.04,140.23,0.4455,33.1,0.854,268.12,0.27500000000000036,False,False,False,False,False,True,False,False,True,False
41.5,67.95,74.77,5.31,124.71,58.89,221.03,0.575,59.9,2.559,404.63,1.6900000000000004,True,False,False,False,False,False,False,False,False,True
30.37,82.23,19.01,7.01,104.97,45.19,143.97,0.375,68.4,0.77,294.13,0.009999999999999787,False,True,False,False,True,False,False,False,False,False
30.78,58.78,53.88,7.56,112.71,59.9,240.87,0.415,53.9,1.829,413.48,0.5599999999999996,True,False,False,False,False,False,False,False,False,False
32.41,51.92,37.68,6.13,109.51,56.57,189.48,0.281,59.1,2.34,355.56,0.8700000000000001,True,False,False,False,False,False,True,False,False,True
26.95,70.41,43.19,5.3,126.48,41.47,195.27,0.337,62.7,1.052,363.22,1.7000000000000002,False,True,False,True,False,False,False,False,False,True
27.28,67.04,39.43,8.06,144.63,34.18,138.89,0.4455,43.7,1.195,317.7,1.0600000000000005,False,False,True,False,False,True,False,False,True,False
32.94,63.32,43.9,6.79,108.79,17.88,183.65,0.34,64.0,1.839,310.32,0.20999999999999996,False,True,False,False,True,False,False,True,False,False
30.1,69.41,25.0,6.18,135.42,29.59,150.92,0.499,61.2,1.305,315.92999999999995,0.8200000000000003,False,False,False,False,False,False,False,False,False,True
27.5,65.39500000000001,44.56,6.62,137.39,34.29,199.62,0.405,43.2,1.27,371.29999999999995,0.3799999999999999,False,False,True,False,True,False,False,False,False,False
28.37,55.9,31.66,7.38,98.08,60.84,138.69,0.298,35.6,1.703,297.61,0.3799999999999999,False,False,True,False,False,False,False,True,False,False
30.08,49.7,51.88,6.88,67.29,54.43,184.22,0.451,46.7,2.144,305.94,0.1200000000000001,False,False,False,False,False,True,False,False,False,False
24.49,66.61,58.34,5.42,137.94,39.64,129.89,0.4445,41.0,1.026,307.46999999999997,1.58,True,False,False,True,False,False,False,False,False,True
23.98,67.27,53.95,9.19,86.64,74.41,212.95,0.408,57.7,0.975,374.0,2.1899999999999995,False,False,True,False,False,False,False,False,False,True
29.52,71.03,32.82,6.8,149.27,58.61,208.0,0.374,60.4,1.196,415.88,0.20000000000000018,False,False,False,True,False,False,False,False,False,True
23.1,60.16,27.77,6.28,131.75,45.89,257.38,0.393,42.7,1.126,435.02,0.7199999999999998,True,False,False,False,True,False,False,False,False,False
33.76,51.36,52.56,5.91,97.29,20.36,217.28,0.582,51.9,2.553,334.93,1.0899999999999999,False,False,False,False,False,True,False,False,False,True
22.38,63.08,49.31,7.24,76.25,37.31,179.54,0.494,43.7,0.999,293.1,0.2400000000000002,False,False,True,False,False,False,True,True,False,False
32.91,63.49,38.78,6.75,75.6,31.15,194.61,0.508,52.0,1.827,301.36,0.25,False,False,False,False,False,False,True,False,False,False
27.55,60.89,35.06,6.63,68.46,35.47,149.48,0.382,59.4,1.44,253.40999999999997,0.3700000000000001,True,False,False,False,False,False,False,False,False,False
33.77,65.43,49.87,8.57,119.01,33.03,176.13,0.493,61.1,1.815,328.17,1.5700000000000003,False,False,False,False,True,False,False,True,False,False
33.74,89.24,52.7,7.58,106.8,33.38,145.49,0.517,76.7,0.564,285.67,0.5800000000000001,False,False,True,False,False,False,True,False,False,False
28.75,57.45,44.05,7.13,155.54,24.01,220.0,0.567,30.4,1.68,399.54999999999995,0.1299999999999999,False,True,False,False,True,False,False,False,False,False
32.15,59.21,44.72,8.42,150.48,23.34,247.28,0.595,53.8,1.956,421.1,1.42,False,True,False,False,False,True,False,False,False,True
34.61,65.09,31.8,8.08,107.76,53.9,184.4,0.402,41.8,1.921,346.06,1.08,False,False,False,False,False,False,False,False,False,False
31.82,67.93,72.32,7.1,173.53,57.72,230.96,0.623,50.7,1.509,462.21000000000004,0.09999999999999964,False,False,True,False,False,False,False,False,False,False
27.43,54.31,49.08,4.95,145.99,59.85,213.87,0.368,43.9,1.67,419.71000000000004,2.05,False,False,True,False,False,False,False,False,False,True
25.55,79.8,44.69,6.75,86.04,44.71,141.02,0.4525,64.4,0.661,271.77,0.25,False,False,False,False,False,False,False,False,False,True
24.6,75.09,44.37,6.31,117.78,67.45,180.97,0.451,52.8,0.77,366.20000000000005,0.6900000000000004,False,False,False,False,True,False,False,False,False,True
26.14,55.81,63.09,6.67,130.12,63.49,134.61,0.555,33.7,1.498,328.22,0.33000000000000007,False,False,True,True,False,False,False,False,False,True
27.93,42.43,65.2,6.67,129.32,64.04,183.55,0.468,39.9,2.167,376.91,0.33000000000000007,False,False,False,False,False,False,False,False,False,False
29.2,64.43,48.64,6.33,160.1,39.19,172.68,0.488,33.8,1.441,371.97,0.6699999999999999,False,False,False,True,False,False,False,False,False,False
31.72,63.24,58.61,6.94,140.34,49.04,184.17,0.444,42.9,1.72,373.54999999999995,0.05999999999999961,False,False,False,False,True,False,False,False,False,False
16.76,65.93,48.12,7.25,70.36,42.67,152.45,0.41,38.6,0.65,265.48,0.25,True,False,False,False,False,True,False,False,False,True
29.8,60.44,44.94,5.97,61.64,46.58,196.66,0.365,32.8,1.659,304.88,1.0300000000000002,False,True,False,False,False,False,True,False,True,False
26.33,62.85,51.74,6.6,134.44,31.29,113.75,0.481,40.1,1.273,279.48,0.40000000000000036,False,False,False,False,False,False,False,True,False,False
35.72,80.09,44.59,5.62,102.43,70.25,225.04,0.371,66.1,1.165,397.72,1.38,False,True,False,False,True,False,False,False,False,False
23.67,67.14,50.77,7.62,163.66,39.67,163.66,0.441,53.4,0.961,366.99,0.6200000000000001,False,False,False,False,False,False,False,True,False,False
36.78,44.43,66.29,7.79,167.02,47.52,146.75,0.478,33.1,3.445,361.29,0.79,False,True,False,False,False,True,False,False,False,False
28.95,75.65,55.09,6.03,120.72,47.99,149.46,0.436,51.9,0.973,318.17,0.9699999999999998,False,True,False,False,False,False,True,True,False,False
30.7,64.985,19.61,7.54,62.42,51.5,205.37,0.362,50.8,1.546,319.29,0.54,False,True,False,False,False,False,True,False,False,True
33.64,63.92,15.87,6.7,104.44,69.81,150.7,0.223,59.2,1.881,324.95,0.2999999999999998,False,False,True,False,False,False,True,False,True,False
22.99,42.12,30.18,7.22,146.23,58.78,204.77,0.378,34.7,1.625,409.78,0.21999999999999975,False,True,False,False,False,False,True,False,False,True
26.36,53.01,56.81,6.63,133.55,37.43,217.72,0.478,41.8,1.613,388.70000000000005,0.3700000000000001,False,True,False,True,False,False,False,False,True,False
27.29,59.0,36.32,6.7,167.76,0.16,175.63,0.411,78.6,1.487,343.54999999999995,0.2999999999999998,True,False,False,False,False,False,False,True,False,False
26.69,92.77,36.54,7.36,124.02,29.45,177.59,0.382,70.1,0.253,331.06,0.3600000000000003,False,False,False,False,False,False,True,False,False,True
17.65,79.89,21.14,7.15,119.01,63.8,181.54,0.344,74.5,0.406,364.35,0.15000000000000036,False,True,False,False,False,True,False,False,True,False
28.17,38.38,33.16,6.62,118.31,52.94,125.88,0.441,31.1,2.352,297.13,0.3799999999999999,False,True,False,False,True,False,False,False,False,False
30.73,54.64,37.11,7.12,97.91,43.66,215.85,0.453,33.0,2.007,357.41999999999996,0.1200000000000001,False,False,False,False,False,True,False,False,False,False
24.65,60.67,55.9,8.34,71.99,46.16,212.75,0.46,52.6,1.22,330.9,1.3399999999999999,False,False,True,False,False,False,True,False,False,True
30.34,44.67,65.97,5.65,165.22,36.7,195.46,0.453,12.8,2.394,397.38,1.3499999999999996,False,False,True,False,False,True,False,False,False,False
33.41,49.8,75.1,5.97,129.72,41.88,190.26,0.547,44.7,2.584,361.86,1.0300000000000002,False,False,False,False,False,False,True,True,False,False
30.13,62.35,44.33,6.81,56.02,49.99,183.81,0.396,56.2,1.609,289.82,0.1900000000000004,True,False,False,True,False,False,False,False,False,False
34.97,56.29,42.17,5.34,99.07,45.65,197.0,0.426,69.4,2.454,341.72,1.6600000000000001,False,True,False,True,False,False,False,True,False,False
33.16,64.845,53.77,7.85,147.5,44.19,271.53,0.531,56.5,1.784,463.21999999999997,0.8499999999999996,False,True,False,False,False,False,True,False,False,False
26.66,66.78,48.77,7.06,209.41,64.03,213.18,0.507,58.6,1.161,486.62,0.05999999999999961,True,False,False,False,False,True,False,False,False,False
31.28,58.27,83.67,6.67,141.54,48.03,151.96,0.592,54.6,1.905,341.53,0.33000000000000007,False,False,True,False,True,False,False,False,False,True
26.79,67.57,47.89,7.74,114.65,31.68,151.42,0.338,43.6,1.142,297.75,0.7400000000000002,True,False,False,False,False,False,True,False,False,False
28.46,51.55,50.0,6.78,151.32,46.84,176.55,0.472,49.7,1.881,374.71000000000004,0.21999999999999975,True,False,False,False,False,False,True,True,False,False
26.63,65.62,69.76,7.15,153.98,23.36,214.57,0.551,46.4,1.199,391.90999999999997,0.15000000000000036,False,False,True,False,False,False,False,False,False,True
21.54,71.74,35.12,5.93,150.13,40.11,147.65,0.606,61.2,0.726,337.89,1.0700000000000003,True,False,False,False,False,False,False,False,False,True
37.26,69.1,41.22,7.16,139.44,34.59,191.75,0.42,64.3,1.966,365.78,0.16000000000000014,False,True,False,False,False,False,True,False,False,False
28.1,73.45,18.75,6.82,155.82,50.59,114.21,0.427,55.2,1.009,320.62,0.17999999999999972,False,False,True,False,False,False,True,True,False,False
28.18,64.97,41.41,6.11,123.76,45.29,173.16,0.401,61.1,1.338,342.21000000000004,0.8899999999999997,False,False,True,False,False,True,False,False,False,True
28.61,89.51,68.33,6.78,150.35,43.49,134.23,0.513,63.3,0.411,328.07,0.21999999999999975,False,True,False,False,True,False,False,False,False,False
28.35,84.25,83.76,6.32,64.86,41.31,187.14,0.634,65.7,0.608,293.31,0.6799999999999997,False,False,False,False,False,True,False,False,False,True
19.22,67.19,20.06,6.86,123.08,44.44,200.94,0.455,39.2,0.731,368.46,0.13999999999999968,False,True,False,False,False,False,True,False,False,True
29.96,65.64,53.36,5.39,142.43,71.98,202.42,0.57,59.5,1.455,416.83000000000004,1.6100000000000003,False,False,False,False,False,False,False,False,False,False
25.72,62.68,24.93,6.89,185.52,60.06,196.2,0.451,60.6,1.234,441.78,0.11000000000000032,False,False,True,False,False,False,False,False,False,True
39.39,63.72,24.4,6.9,138.29,76.4,151.84,0.561,53.2,2.59,366.53,0.09999999999999964,False,True,False,False,False,True,False,False,False,True
24.72,62.99,66.05,7.49,149.79,52.91,180.48,0.441,41.7,1.153,383.17999999999995,0.4900000000000002,False,False,True,False,False,False,False,True,False,False
21.25,82.54,43.76,7.29,76.82,25.44,191.33,0.4525,67.7,0.441,293.59000000000003,0.29000000000000004,False,False,False,False,False,False,False,False,False,True
40.4,61.06,42.69,7.32,136.04,47.14,113.24,0.539,60.2,2.934,296.42,0.3200000000000003,True,False,False,False,False,False,False,False,False,False
23.5,45.41,53.32,7.07,85.16,31.6,214.02,0.513,45.8,1.581,330.78,0.07000000000000028,False,True,False,False,False,False,True,False,False,True
30.92,74.78,48.09,7.1,97.07,26.02,171.21,0.323,71.0,1.128,294.3,0.09999999999999964,False,False,False,False,False,False,True,False,False,False
24.87,70.35,30.53,7.46,121.07,80.42,265.43,0.501,60.9,0.932,466.92,0.45999999999999996,True,False,False,False,False,True,False,False,False,True
26.2,75.21,45.05,6.15,147.76,19.5,232.17,0.522,48.8,0.843,399.42999999999995,0.8499999999999996,False,False,False,False,False,False,True,True,False,False
27.95,80.11,43.85,6.4,158.48,58.05,209.71,0.514,57.5,0.75,426.24,0.5999999999999996,False,True,False,False,False,False,False,False,False,False
19.15,74.36,59.83,6.36,160.3,50.84,249.48,0.601,47.6,0.569,460.62,0.6399999999999997,True,False,False,False,False,False,False,False,False,False
24.69,60.62,18.84,7.12,139.25,41.86,201.33,0.466,52.9,1.225,382.44000000000005,0.1200000000000001,True,False,False,False,False,False,True,False,False,False
24.08,49.86,29.25,5.82,90.88,41.45,219.88,0.54,40.3,1.503,352.21,1.1799999999999997,False,False,False,False,False,False,False,False,False,False
31.33,67.52,43.36,8.75,173.79,55.58,134.88,0.467,75.0,1.487,364.25,1.75,False,False,False,False,False,True,False,True,False,False
31.47,52.84,37.64,6.53,153.51,70.62,98.96,0.477,37.3,2.176,323.09,0.46999999999999975,False,False,False,False,False,False,True,True,False,False
35.54,32.68,64.59,6.77,114.85,51.63,144.45,0.63,40.8,3.9,310.92999999999995,0.23000000000000043,False,False,True,True,False,False,False,False,False,True
26.27,49.43,50.65,6.29,216.58,23.5,158.06,0.664,35.2,1.727,398.14,0.71,False,False,False,False,True,False,False,False,False,True
26.22,98.96,51.88,7.88,119.13,36.85,167.64,0.459,68.1,0.035,323.62,0.8799999999999999,False,False,True,False,False,False,True,False,False,False
31.59,59.19,42.6,6.45,124.69,24.05,176.6,0.373,52.9,1.896,325.34000000000003,0.5499999999999998,False,False,False,False,False,False,True,False,True,False
27.56,55.86,60.79,6.52,66.31,46.94,245.31,0.661,32.7,1.626,358.56,0.4800000000000004,True,False,False,False,False,False,True,False,False,False
34.12,64.5,44.465,5.84,104.22,29.19,203.38,0.393,53.6,1.901,336.78999999999996,1.1600000000000001,True,False,False,False,False,False,True,False,True,False
26.79,65.09,45.14,6.92,142.6,65.57,155.44,0.57,62.9,1.229,363.61,0.08000000000000007,True,False,False,False,False,False,False,False,False,False
19.73,57.19,49.31,6.74,115.04,61.67,128.81,0.376,42.2,0.984,305.52,0.2599999999999998,False,False,False,False,False,False,False,True,False,False
33.67,87.35,37.96,5.75,103.69,54.44,165.4,0.353,63.7,0.661,323.53,1.25,False,True,False,True,False,False,False,True,False,False
19.98,66.89,45.69,7.94,113.29,58.27,194.98,0.449,57.0,0.773,366.53999999999996,0.9400000000000004,False,True,False,True,False,False,False,False,False,False
26.64,78.56,37.32,7.22,92.87,3.32,160.04,0.352,46.7,0.748,256.23,0.21999999999999975,False,False,True,False,False,False,False,True,False,False
36.96,70.67,62.6,6.41,160.65,48.29,166.59,0.488,52.4,1.836,375.53,0.5899999999999999,False,True,False,True,False,False,False,False,False,False
29.04,49.32,39.68,7.65,113.62,67.39,151.69,0.413,45.3,2.035,332.7,0.6500000000000004,True,False,False,False,False,True,False,False,False,True
32.81,58.35,51.28,6.71,159.49,25.54,171.9,0.495,64.0,2.073,356.93,0.29000000000000004,False,True,False,False,False,False,True,False,False,False
38.22,53.37,33.46,6.79,26.5,37.19,192.07,0.432,40.7,3.126,255.76,0.20999999999999996,False,False,True,False,True,False,False,True,False,False
16.14,80.72,28.19,6.81,118.58,76.0,149.07,0.31,51.3,0.354,343.65,0.1900000000000004,False,False,False,True,False,False,False,False,False,False
35.12,60.12,21.09,8.21,77.05,35.78,148.7,0.256,75.7,2.257,261.53,1.2100000000000009,True,False,False,False,False,False,True,False,False,True
28.53,50.16,41.02,7.26,110.53,59.22,167.66,0.486,43.3,1.943,337.40999999999997,0.2599999999999998,False,False,False,False,False,False,False,False,False,True
30.08,72.1,75.89,8.21,79.05,63.46,154.13,0.442,66.6,1.189,296.64,1.2100000000000009,True,False,False,False,False,False,True,False,False,False
23.83,62.91,58.47,5.09,106.49,56.96,257.27,0.451,36.1,1.095,420.71999999999997,1.9100000000000001,False,True,False,True,False,False,False,False,True,False
25.35,76.82,40.38,5.63,135.7,32.24,165.18,0.501,55.1,0.75,333.12,1.37,True,False,False,False,True,False,False,False,False,False
30.98,87.7,30.13,6.82,88.13,57.68,153.2,0.456,65.8,0.552,299.01,0.17999999999999972,False,False,True,True,False,False,False,False,False,True
31.87,59.96,41.56,5.86,140.9,51.8,188.12,0.421,54.8,1.89,380.82,1.1399999999999997,True,False,False,False,False,False,True,False,False,False
20.57,86.12,52.62,7.77,159.0,48.07,208.29,0.576,58.1,0.336,415.36,0.7699999999999996,False,False,True,True,False,False,False,False,False,True
29.03,49.79,27.03,7.8,105.29,36.52,213.1,0.38,41.2,2.015,354.90999999999997,0.7999999999999998,False,True,False,False,True,False,False,False,False,True
20.24,77.73,62.65,7.75,96.41,33.14,213.21,0.306,34.4,0.529,342.76,0.75,True,False,False,False,False,False,True,False,False,False
25.18,79.37,37.55,5.96,114.32,45.74,179.61,0.344,60.6,0.661,339.67,1.04,True,False,False,False,False,False,True,False,False,True
27.62,96.28,34.25,7.33,129.34,64.64,102.28,0.45,70.4,0.138,296.26,0.33000000000000007,False,True,False,False,False,False,True,False,True,False
33.76,17.46,17.16,6.42,133.44,24.96,192.88,0.613,48.7,4.332,351.28,0.5800000000000001,False,True,False,False,False,False,False,False,False,False
26.51,73.15,66.99,7.72,33.24,61.48,155.3,0.462,54.2,0.93,250.02,0.7199999999999998,False,False,False,False,False,False,True,False,False,True
32.33,89.15,38.79,5.61,126.11,82.89,246.4,0.411,83.9,0.526,455.4,1.3899999999999997,False,False,True,False,True,False,False,False,True,False
29.29,56.85,63.65,6.85,123.98,43.2,126.39,0.399,50.7,1.758,293.57,0.15000000000000036,False,True,False,True,False,False,False,False,False,True
28.15,66.61,70.94,7.44,90.79,53.33,124.77,0.465,40.5,1.273,268.89,0.4400000000000004,False,False,True,False,False,True,False,False,False,True
30.21,64.95,77.84,7.53,109.06,65.87,160.04,0.608,54.8,1.505,334.97,0.5300000000000002,True,False,False,False,False,False,False,False,True,False
35.08,74.37,33.04,5.08,150.29,43.37,250.08,0.484,72.1,1.447,443.74,1.92,True,False,False,False,False,False,False,False,False,False
21.58,70.44,27.89,6.24,146.8,68.88,232.48,0.459,56.3,0.762,448.15999999999997,0.7599999999999998,False,False,True,False,False,False,True,False,False,False
29.15,57.8,54.93,6.88,106.54,49.87,162.51,0.636,41.7,1.705,318.91999999999996,0.1200000000000001,False,True,False,False,False,False,False,False,False,True
21.66,77.74,43.74,8.35,138.62,64.76,170.09,0.538,46.0,0.576,373.47,1.3499999999999996,False,True,False,False,False,False,False,False,False,True
28.64,85.59,46.33,6.29,90.44,54.33,132.29,0.579,57.7,0.565,277.05999999999995,0.71,False,False,False,False,True,False,False,True,False,False
12.02,71.68,58.9,8.51,127.75,44.03,135.57,0.586,51.1,0.398,307.35,1.5099999999999998,False,False,True,True,False,False,False,False,False,True
31.25,62.61,54.98,5.27,125.89,32.87,232.66,0.537,52.9,1.704,391.41999999999996,1.7300000000000004,False,True,False,False,False,True,False,False,False,True
29.42,87.77,66.26,6.3,133.22,38.57,215.99,0.659,55.5,0.502,387.78,0.7000000000000002,False,False,False,True,False,False,False,False,False,True
22.35,71.48,40.06,6.2,90.73,61.06,145.1,0.37,47.4,0.77,296.89,0.7999999999999998,False,False,False,False,False,False,True,False,False,True
27.86,70.9,37.96,6.61,126.08,65.18,205.47,0.427,55.8,1.091,396.73,0.3899999999999997,False,False,False,True,False,False,False,True,False,False
22.48,58.69,57.2,5.63,103.13,38.67,227.66,0.578,38.2,1.125,369.46000000000004,1.37,False,False,False,False,False,True,False,False,False,True
25.37,78.54,37.88,6.75,142.56,40.86,202.88,0.394,63.4,0.695,386.3,0.25,False,False,False,True,False,False,False,False,True,False
28.4,78.7,50.34,5.47,173.28,37.48,191.11,0.505,44.0,0.824,401.87,1.5300000000000002,False,False,False,False,False,False,False,False,False,False
21.06,70.55,58.73,8.53,123.56,46.58,181.95,0.426,36.4,0.735,352.09,1.5299999999999994,False,False,False,False,True,False,False,False,False,False
27.5,70.91,48.3,6.7,115.68,35.41,250.89,0.45,56.0,1.068,401.98,0.2999999999999998,False,False,False,False,False,False,False,False,False,True
20.32,79.83,53.28,6.75,70.64,72.79,188.24,0.266,47.3,0.481,331.67,0.25,False,False,False,False,False,False,True,False,False,False
29.24,62.6,44.795,6.63,108.24,31.43,217.1,0.312,59.5,1.519,356.77,0.3700000000000001,False,False,False,False,True,False,False,False,False,True
23.35,67.47,38.08,6.88,170.76,53.29,146.12,0.599,43.2,0.933,370.16999999999996,0.1200000000000001,False,False,False,False,True,False,False,False,False,False
33.5,71.52,57.42,6.89,74.13,35.59,185.89,0.433,62.5,1.473,295.61,0.11000000000000032,False,False,True,False,False,False,True,False,False,True
18.99,78.71,57.29,6.86,97.56,21.62,153.54,0.56,48.8,0.468,272.72,0.13999999999999968,False,False,False,True,False,False,False,False,False,False
24.6,76.13,64.18,7.36,83.22,62.91,244.76,0.433,40.6,0.738,390.89,0.3600000000000003,False,True,False,False,False,False,True,True,False,False
32.24,48.32,36.29,7.78,90.31,67.83,209.52,0.497,44.4,2.491,367.65999999999997,0.7800000000000002,False,False,True,False,False,False,False,False,False,True
17.94,84.58,63.38,7.0,117.86,60.31,123.56,0.606,43.9,0.317,301.73,0.0,False,False,False,False,False,False,True,True,False,False
33.94,56.34,36.93,6.13,95.84,51.39,188.81,0.46,51.2,2.315,336.04,0.8700000000000001,False,False,True,False,False,True,False,False,False,True
27.24,76.05,19.57,6.85,159.85,49.94,161.79,0.277,72.2,0.866,371.58,0.15000000000000036,False,False,False,False,True,False,False,False,False,False
33.9,53.33,45.81,8.58,155.21,57.89,312.81,0.524,74.1,2.469,525.9100000000001,1.58,False,True,False,False,True,False,False,False,False,True
24.68,64.5,25.39,7.24,140.33,49.14,212.2,0.427,72.9,1.103,401.67,0.2400000000000002,False,False,True,False,False,False,True,False,True,False
22.47,51.34,38.21,6.67,123.21,41.58,187.21,0.335,47.0,1.324,352.0,0.33000000000000007,True,False,False,False,False,False,False,False,False,False
42.74,63.74,54.9,6.42,159.98,45.49,68.31,0.751,59.7,3.09,273.78,0.5800000000000001,False,True,False,False,False,False,False,False,False,False
27.1,86.69,55.94,6.31,97.66,41.41,195.47,0.43,63.6,0.477,334.53999999999996,0.6900000000000004,True,False,False,False,False,False,False,False,False,False
26.39,69.71,36.7,6.73,158.87,21.35,197.17,0.457,53.2,1.042,377.39,0.2699999999999996,False,True,False,False,True,False,False,False,False,False
22.18,68.31,32.33,6.15,104.0,29.01,143.98,0.276,44.1,0.847,276.99,0.8499999999999996,False,False,True,False,False,False,False,False,True,False
23.88,69.82,57.81,7.3,167.92,50.09,214.91,0.579,53.7,0.894,432.91999999999996,0.2999999999999998,True,False,False,False,False,False,True,False,False,True
18.7,49.35,51.78,5.94,97.4,35.54,188.52,0.452,38.0,1.092,321.46000000000004,1.0599999999999996,False,True,False,False,False,False,True,False,False,True
27.81,84.23,35.71,8.19,143.25,45.92,160.56,0.476,63.9,0.59,349.73,1.1899999999999995,False,True,False,False,False,True,False,True,False,False
28.69,45.09,37.21,6.73,88.08,23.23,181.3,0.355,50.5,2.16,292.61,0.2699999999999996,False,True,False,False,False,False,False,False,False,False
38.28,59.91,32.29,7.48,78.79,64.39,218.36,0.353,70.3,2.696,361.54,0.4800000000000004,False,False,True,False,True,False,False,False,False,True
25.92,58.41,30.86,6.79,117.27,40.0,185.48,0.4525,54.7,1.391,342.75,0.20999999999999996,False,False,True,False,False,False,False,False,False,True
26.26,64.25,32.68,7.29,104.75,46.04,200.97,0.471,74.5,1.22,351.76,0.29000000000000004,False,False,False,False,False,False,True,True,False,False
20.95,69.5,46.55,5.79,148.39,55.11,205.12,0.418,50.0,0.756,408.62,1.21,True,False,False,False,False,False,False,True,False,False
25.79,60.66,49.13,6.44,167.39,11.42,103.2,0.519,45.1,1.306,282.01,0.5599999999999996,True,False,False,True,False,False,False,False,False,True
25.6,65.9,64.52,6.62,121.19,27.22,238.81,0.5,45.8,1.119,387.22,0.3799999999999999,False,False,False,False,True,False,False,False,False,False
25.72,68.59,75.37,3.78,146.1,38.5,183.34,0.62,38.6,1.038,367.94,3.22,True,False,False,False,True,False,False,False,False,False
23.04,70.16,39.19,5.76,118.16,91.65,182.66,0.49,38.4,0.84,392.47,1.2400000000000002,False,True,False,False,False,False,False,False,False,False
29.42,68.17,27.57,7.33,141.72,52.81,254.28,0.331,55.7,1.306,448.81,0.33000000000000007,False,False,True,False,False,False,True,False,False,False
26.84,69.81,20.06,5.71,74.11,44.87,117.38,0.256,39.6,1.066,236.35999999999999,1.29,False,False,True,False,True,False,False,False,False,True
29.83,56.6,65.98,6.76,124.18,56.91,135.25,0.61,55.2,1.824,316.34000000000003,0.2400000000000002,True,False,False,False,False,False,True,True,False,False
17.57,59.33,48.86,7.06,89.58,66.47,278.09,0.516,43.1,0.817,434.14,0.05999999999999961,False,False,False,False,False,False,False,False,False,True
33.04,55.17,46.76,7.98,107.19,38.88,210.12,0.346,46.9,2.26,356.19,0.9800000000000004,False,False,True,False,False,False,False,True,False,False
29.39,62.74,21.62,7.61,139.4,45.97,163.96,0.336,61.8,1.526,349.33000000000004,0.6100000000000003,False,False,False,False,False,False,False,True,False,False
30.98,56.67,35.08,7.92,159.34,51.44,176.41,0.444,57.1,1.944,387.19,0.9199999999999999,True,False,False,True,False,False,False,False,False,False
34.58,77.54,49.74,6.1,82.7,48.77,106.47,0.47,45.3,1.234,237.94,0.9000000000000004,False,False,True,False,False,False,False,False,False,True
37.12,62.9,50.47,7.74,95.21,50.24,188.89,0.247,61.9,2.343,334.34,0.7400000000000002,False,False,False,False,False,False,False,False,False,True
22.92,69.18,51.51,7.6,59.23,31.95,190.55,0.477,46.8,0.862,281.73,0.5999999999999996,False,True,False,False,False,False,True,False,False,True
22.21,86.1,40.12,5.82,119.64,32.03,147.34,0.606,47.0,0.372,299.01,1.1799999999999997,True,False,False,False,True,False,False,True,False,False
27.63,73.18,43.9,6.92,121.46,30.6,202.35,0.457,44.7,0.992,354.40999999999997,0.08000000000000007,True,False,False,False,True,False,False,False,False,False
25.35,80.5,73.22,7.33,112.36,38.01,207.45,0.459,55.9,0.631,357.82,0.33000000000000007,False,True,False,False,False,False,True,False,False,False
25.75,48.99,47.1,8.07,75.31,28.12,130.29,0.439,39.8,1.689,233.72,1.0700000000000003,False,False,False,True,False,False,False,False,True,False
26.28,61.64,44.36,7.26,116.03,44.34,179.45,0.337,33.6,1.311,339.82,0.2599999999999998,False,True,False,False,False,False,False,False,False,False
26.17,65.43,19.01,5.45,112.18,38.51,176.31,0.42,71.7,1.174,327.0,1.5499999999999998,False,False,True,False,False,True,False,False,False,True
26.56,52.88,45.72,7.76,131.91,59.64,207.51,0.462,28.3,1.637,399.06,0.7599999999999998,False,False,True,True,False,False,False,True,False,False
22.7,75.25,21.51,7.95,67.49,40.53,189.96,0.313,41.7,0.683,297.98,0.9500000000000002,True,False,False,True,False,False,False,False,False,True
24.4,56.93,37.26,7.68,70.76,57.41,220.28,0.363,22.6,1.316,348.45000000000005,0.6799999999999997,True,False,False,False,False,False,False,True,False,False
30.17,69.21,56.42,6.86,115.3,47.44,205.9,0.524,57.5,1.319,368.64,0.13999999999999968,False,True,False,True,False,False,False,True,False,False
33.83,64.7,49.21,5.28,113.15,31.79,180.53,0.395,37.7,1.86,325.47,1.7199999999999998,False,False,False,False,False,True,False,False,True,False
25.17,56.37,48.88,6.53,109.4,54.24,252.44,0.559,43.1,1.396,416.08000000000004,0.46999999999999975,False,False,True,False,False,False,True,False,False,False
20.58,80.01,22.94,6.18,90.01,38.21,102.77,0.397,50.3,0.484,230.99,0.8200000000000003,False,True,False,False,False,False,False,False,True,False
37.33,57.27,25.92,6.93,149.76,29.7,165.1,0.504,52.3,2.73,344.55999999999995,0.07000000000000028,False,False,True,False,False,False,False,True,False,False
29.08,68.87,47.6,6.03,119.03,42.17,129.31,0.474,67.9,1.253,290.51,0.9699999999999998,False,False,True,False,False,False,False,False,True,False
